           1  -9.1094169568598415E-004   9.9987852852033261E-005   1.37560582E-03
           2 -0.91004641591953883        9.9888206856228734E-002   1372.90088    
           3 -0.92661499015702031       0.10033309437750440        1419.91541    
           4  -1.8196358287765380       0.19911011981439558        5514.37451    
           5  -1.8421956267443833       0.19965069996478227        5674.66943    
           6  -2.7144447838696686       0.29643394774749471        12382.0098    
           7  -2.7400562330305833       0.29712395783752810        12751.5205    
           8  -3.5881778682299807       0.39089891188575449        21931.5684    
           9  -3.6147144699398539       0.39186435052125118        22632.9492    
          10  -4.4340785509302405       0.48170109749328549        34100.8750    
          11  -4.4615090679354052       0.48305589208207744        35288.7695    
          12  -5.2463629067574287       0.56819830036236296        48828.5508    
          13  -5.2747695322235248       0.56994290494021083        50672.4766    
          14  -6.0194713510382130       0.64975690608432490        66044.2109    
          15  -6.0486824313623684       0.65184436873446661        68720.8047    
          16  -6.7483874804321866       0.72581106774960846        85672.7344    
          17  -6.7782634877591228       0.72816627190655792        89359.1172    
          18  -7.4287207215099516       0.79587797472895960        107633.000    
          19  -7.4590706030138270       0.79841117760236824        112496.055    
          20  -8.0565625865201476       0.85956797996758760        131834.078    
          21  -8.0871325857012533       0.86219195733714571        138027.000    
          22  -8.6294019991728561       0.91661730603216796        158202.562    
          23  -8.6596896165070714       0.91922175282863028        165841.281    
          24  -9.1446437097348827       0.96684750158616506        186629.828    
          25  -9.1743868527737735       0.96933988763568524        195814.266    
          26  -9.6011540963113884        1.0102178278258882        217030.906    
          27  -9.6299719231062291        1.0124964833219960        227820.375    
          28  -9.9983721665783509        1.0467658820158110        249306.578    
          29  -10.025830873012437        1.0487618214253125        261724.562    
          30  -10.336533431763716        1.0766300230451420        283357.469    
          31  -10.362122158100279        1.0783067927053789        297378.219    
          32  -10.616481605719793        1.1001246032516330        319066.125    
          33  -10.640059186650321        1.1012641161309771        334654.906    
          34  -10.841001505179635        1.1175390654086241        356349.906    
          35  -10.861332867117413        1.1180543862269943        373403.344    
          36  -11.011682722852395        1.1293644009965171        395076.344    
          37  -11.028580826085941        1.1293301069561066        413489.125    
          38  -11.131577774359602        1.1360815423512525        435144.469    
          39  -11.144949309866249        1.1356195323989517        454778.344    
          40  -11.204383813647832        1.1382760050131175        476438.906    
          41  -11.214321919357896        1.1375025948377886        497145.094    
          42  -11.234283444336786        1.1365387865117849        518842.688    
