      0.000     0.000     0.219     0.417     0.580     0.702     0.784     0.827     0.840     0.830     0.803     0.768     0.729     0.692     0.659     0.631     0.611     0.596     0.588     0.583     0.582     0.584     0.586     0.589     0.591     0.593     0.594     0.593     0.592     0.590     0.587     0.584     0.580     0.576     0.572     0.569     0.565     0.562     0.559     0.556     0.553     0.550     0.547     0.544     0.541     0.538     0.535     0.532     0.529     0.526     0.523     0.520     0.517     0.513     0.510     0.507     0.503     0.500     0.497     0.493     0.490     0.486     0.483     0.479     0.476     0.472     0.469     0.465     0.461     0.458     0.454     0.450     0.447     0.443     0.439     0.435     0.432     0.428     0.424     0.420     0.416     0.412     0.409     0.405     0.401     0.397     0.393     0.389     0.385     0.381     0.377     0.373     0.369     0.365     0.361     0.357     0.353     0.349     0.346     0.342     0.338     0.334     0.330     0.326     0.322     0.318     0.314     0.310     0.307     0.303     0.299     0.295     0.291     0.288     0.284     0.280     0.277     0.273     0.269     0.266     0.262     0.259     0.255     0.252     0.248     0.245     0.241     0.238     0.234     0.231     0.228     0.224     0.221     0.218     0.215     0.211     0.208     0.205     0.202     0.198     0.195     0.192     0.189     0.186     0.183     0.180     0.177     0.173     0.170     0.167     0.164     0.161     0.158     0.155     0.152     0.149     0.146     0.143     0.140     0.137     0.134     0.131     0.128     0.125     0.122     0.119     0.116     0.113     0.109     0.106     0.103     0.100     0.097     0.094     0.091     0.087     0.084     0.081     0.078     0.075     0.071     0.068     0.065     0.061     0.058     0.055     0.051     0.048     0.044     0.041     0.037     0.034     0.030     0.026     0.023     0.019     0.015     0.012     0.008     0.004     0.000     0.000
      0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
      0.219     0.000    -0.219    -0.417    -0.580    -0.702    -0.784    -0.827    -0.840    -0.830    -0.803    -0.768    -0.729    -0.692    -0.659    -0.631    -0.611    -0.596    -0.588    -0.583    -0.582    -0.584    -0.586    -0.589    -0.591    -0.593    -0.594    -0.593    -0.592    -0.590    -0.587    -0.584    -0.580    -0.576    -0.572    -0.569    -0.565    -0.562    -0.559    -0.556    -0.553    -0.550    -0.547    -0.544    -0.541    -0.538    -0.535    -0.532    -0.529    -0.526    -0.523    -0.520    -0.517    -0.513    -0.510    -0.507    -0.503    -0.500    -0.497    -0.493    -0.490    -0.486    -0.483    -0.479    -0.476    -0.472    -0.469    -0.465    -0.461    -0.458    -0.454    -0.450    -0.447    -0.443    -0.439    -0.435    -0.432    -0.428    -0.424    -0.420    -0.416    -0.412    -0.409    -0.405    -0.401    -0.397    -0.393    -0.389    -0.385    -0.381    -0.377    -0.373    -0.369    -0.365    -0.361    -0.357    -0.353    -0.349    -0.346    -0.342    -0.338    -0.334    -0.330    -0.326    -0.322    -0.318    -0.314    -0.310    -0.307    -0.303    -0.299    -0.295    -0.291    -0.288    -0.284    -0.280    -0.277    -0.273    -0.269    -0.266    -0.262    -0.259    -0.255    -0.252    -0.248    -0.245    -0.241    -0.238    -0.234    -0.231    -0.228    -0.224    -0.221    -0.218    -0.215    -0.211    -0.208    -0.205    -0.202    -0.198    -0.195    -0.192    -0.189    -0.186    -0.183    -0.180    -0.177    -0.173    -0.170    -0.167    -0.164    -0.161    -0.158    -0.155    -0.152    -0.149    -0.146    -0.143    -0.140    -0.137    -0.134    -0.131    -0.128    -0.125    -0.122    -0.119    -0.116    -0.113    -0.109    -0.106    -0.103    -0.100    -0.097    -0.094    -0.091    -0.087    -0.084    -0.081    -0.078    -0.075    -0.071    -0.068    -0.065    -0.061    -0.058    -0.055    -0.051    -0.048    -0.044    -0.041    -0.037    -0.034    -0.030    -0.026    -0.023    -0.019    -0.015    -0.012    -0.008    -0.004     0.000     0.004
      0.439     0.000    -0.439    -0.834    -1.159    -1.404    -1.566    -1.653    -1.679    -1.658    -1.605    -1.534    -1.457    -1.382    -1.316    -1.261    -1.220    -1.191    -1.174    -1.165    -1.164    -1.166    -1.171    -1.177    -1.181    -1.185    -1.186    -1.185    -1.182    -1.178    -1.172    -1.166    -1.159    -1.151    -1.144    -1.136    -1.129    -1.123    -1.116    -1.110    -1.104    -1.098    -1.092    -1.087    -1.081    -1.075    -1.069    -1.063    -1.057    -1.051    -1.045    -1.038    -1.032    -1.025    -1.019    -1.012    -1.005    -0.999    -0.992    -0.985    -0.978    -0.971    -0.964    -0.957    -0.950    -0.943    -0.936    -0.929    -0.922    -0.914    -0.907    -0.900    -0.892    -0.885    -0.877    -0.870    -0.862    -0.855    -0.847    -0.839    -0.832    -0.824    -0.816    -0.808    -0.800    -0.793    -0.785    -0.777    -0.769    -0.761    -0.753    -0.745    -0.737    -0.730    -0.722    -0.714    -0.706    -0.698    -0.690    -0.682    -0.674    -0.666    -0.659    -0.651    -0.643    -0.635    -0.628    -0.620    -0.612    -0.605    -0.597    -0.590    -0.582    -0.575    -0.567    -0.560    -0.553    -0.545    -0.538    -0.531    -0.524    -0.517    -0.510    -0.503    -0.496    -0.489    -0.482    -0.475    -0.468    -0.461    -0.455    -0.448    -0.441    -0.435    -0.428    -0.422    -0.415    -0.409    -0.403    -0.396    -0.390    -0.384    -0.377    -0.371    -0.365    -0.359    -0.352    -0.346    -0.340    -0.334    -0.328    -0.322    -0.316    -0.310    -0.304    -0.298    -0.291    -0.285    -0.279    -0.273    -0.267    -0.261    -0.255    -0.249    -0.243    -0.237    -0.231    -0.225    -0.218    -0.212    -0.206    -0.200    -0.193    -0.187    -0.181    -0.175    -0.168    -0.162    -0.155    -0.149    -0.142    -0.136    -0.129    -0.122    -0.116    -0.109    -0.102    -0.095    -0.088    -0.081    -0.074    -0.067    -0.060    -0.053    -0.045    -0.038    -0.031    -0.023    -0.015    -0.008     0.000     0.008
      0.657     0.000    -0.657    -1.249    -1.737    -2.102    -2.345    -2.476    -2.514    -2.483    -2.403    -2.297    -2.182    -2.070    -1.970    -1.889    -1.827    -1.784    -1.757    -1.745    -1.742    -1.746    -1.754    -1.762    -1.769    -1.774    -1.776    -1.775    -1.771    -1.764    -1.756    -1.746    -1.735    -1.724    -1.713    -1.702    -1.691    -1.681    -1.671    -1.662    -1.653    -1.644    -1.635    -1.627    -1.618    -1.610    -1.601    -1.592    -1.583    -1.573    -1.564    -1.555    -1.545    -1.535    -1.525    -1.515    -1.505    -1.495    -1.485    -1.475    -1.465    -1.454    -1.444    -1.433    -1.423    -1.412    -1.401    -1.391    -1.380    -1.369    -1.358    -1.347    -1.336    -1.325    -1.313    -1.302    -1.291    -1.279    -1.268    -1.256    -1.245    -1.233    -1.222    -1.210    -1.198    -1.186    -1.175    -1.163    -1.151    -1.139    -1.127    -1.116    -1.104    -1.092    -1.080    -1.068    -1.056    -1.045    -1.033    -1.021    -1.009    -0.997    -0.986    -0.974    -0.962    -0.951    -0.939    -0.928    -0.916    -0.905    -0.894    -0.882    -0.871    -0.860    -0.849    -0.838    -0.827    -0.816    -0.805    -0.794    -0.784    -0.773    -0.762    -0.752    -0.741    -0.731    -0.721    -0.710    -0.700    -0.690    -0.680    -0.670    -0.660    -0.650    -0.641    -0.631    -0.621    -0.612    -0.602    -0.593    -0.583    -0.574    -0.564    -0.555    -0.546    -0.536    -0.527    -0.518    -0.509    -0.499    -0.490    -0.481    -0.472    -0.463    -0.454    -0.445    -0.436    -0.427    -0.418    -0.408    -0.399    -0.390    -0.381    -0.372    -0.363    -0.354    -0.345    -0.335    -0.326    -0.317    -0.308    -0.298    -0.289    -0.280    -0.270    -0.261    -0.251    -0.241    -0.232    -0.222    -0.212    -0.202    -0.192    -0.183    -0.172    -0.162    -0.152    -0.142    -0.132    -0.121    -0.111    -0.100    -0.089    -0.078    -0.068    -0.057    -0.045    -0.034    -0.023    -0.011     0.000     0.011
      0.874     0.000    -0.874    -1.662    -2.311    -2.797    -3.120    -3.294    -3.345    -3.303    -3.197    -3.056    -2.902    -2.753    -2.621    -2.512    -2.430    -2.372    -2.338    -2.321    -2.318    -2.323    -2.333    -2.344    -2.353    -2.360    -2.362    -2.361    -2.355    -2.347    -2.335    -2.322    -2.308    -2.293    -2.278    -2.263    -2.249    -2.236    -2.223    -2.210    -2.198    -2.187    -2.175    -2.164    -2.152    -2.141    -2.129    -2.117    -2.105    -2.093    -2.080    -2.068    -2.055    -2.042    -2.029    -2.015    -2.002    -1.989    -1.975    -1.961    -1.948    -1.934    -1.920    -1.906    -1.892    -1.878    -1.864    -1.849    -1.835    -1.820    -1.806    -1.791    -1.776    -1.761    -1.746    -1.731    -1.716    -1.701    -1.686    -1.670    -1.655    -1.640    -1.624    -1.609    -1.593    -1.577    -1.562    -1.546    -1.530    -1.515    -1.499    -1.483    -1.467    -1.452    -1.436    -1.420    -1.404    -1.389    -1.373    -1.357    -1.342    -1.326    -1.310    -1.295    -1.279    -1.264    -1.248    -1.233    -1.218    -1.203    -1.188    -1.173    -1.158    -1.143    -1.128    -1.113    -1.099    -1.084    -1.070    -1.055    -1.041    -1.027    -1.013    -0.999    -0.985    -0.971    -0.958    -0.944    -0.930    -0.917    -0.904    -0.890    -0.877    -0.864    -0.851    -0.838    -0.825    -0.812    -0.800    -0.787    -0.774    -0.762    -0.749    -0.737    -0.724    -0.712    -0.700    -0.688    -0.675    -0.663    -0.651    -0.639    -0.627    -0.615    -0.603    -0.590    -0.578    -0.566    -0.554    -0.542    -0.530    -0.518    -0.506    -0.494    -0.482    -0.470    -0.457    -0.445    -0.433    -0.421    -0.408    -0.396    -0.383    -0.371    -0.358    -0.346    -0.333    -0.320    -0.307    -0.294    -0.281    -0.268    -0.255    -0.242    -0.228    -0.215    -0.201    -0.188    -0.174    -0.160    -0.146    -0.132    -0.118    -0.104    -0.089    -0.075    -0.060    -0.045    -0.030    -0.015     0.000     0.015
      1.090     0.000    -1.090    -2.072    -2.881    -3.487    -3.890    -4.107    -4.171    -4.118    -3.986    -3.810    -3.618    -3.432    -3.267    -3.131    -3.028    -2.957    -2.913    -2.893    -2.888    -2.895    -2.907    -2.921    -2.933    -2.941    -2.944    -2.942    -2.935    -2.924    -2.910    -2.894    -2.876    -2.857    -2.839    -2.821    -2.803    -2.786    -2.770    -2.755    -2.740    -2.725    -2.711    -2.696    -2.682    -2.668    -2.653    -2.638    -2.623    -2.608    -2.592    -2.576    -2.560    -2.544    -2.528    -2.511    -2.495    -2.478    -2.461    -2.444    -2.427    -2.410    -2.392    -2.375    -2.357    -2.340    -2.322    -2.304    -2.286    -2.268    -2.250    -2.231    -2.213    -2.194    -2.176    -2.157    -2.138    -2.119    -2.100    -2.081    -2.062    -2.043    -2.023    -2.004    -1.984    -1.965    -1.945    -1.926    -1.906    -1.887    -1.867    -1.847    -1.828    -1.808    -1.788    -1.769    -1.749    -1.729    -1.710    -1.690    -1.671    -1.651    -1.632    -1.612    -1.593    -1.574    -1.555    -1.536    -1.517    -1.498    -1.479    -1.460    -1.441    -1.423    -1.404    -1.386    -1.368    -1.350    -1.332    -1.314    -1.296    -1.278    -1.261    -1.244    -1.226    -1.209    -1.192    -1.175    -1.158    -1.141    -1.125    -1.108    -1.092    -1.075    -1.059    -1.043    -1.027    -1.011    -0.995    -0.979    -0.963    -0.948    -0.932    -0.917    -0.901    -0.886    -0.871    -0.855    -0.840    -0.825    -0.810    -0.794    -0.779    -0.764    -0.749    -0.734    -0.719    -0.704    -0.689    -0.674    -0.659    -0.644    -0.629    -0.614    -0.599    -0.584    -0.568    -0.553    -0.538    -0.523    -0.507    -0.492    -0.476    -0.461    -0.445    -0.429    -0.413    -0.397    -0.381    -0.365    -0.349    -0.333    -0.316    -0.300    -0.283    -0.267    -0.250    -0.233    -0.216    -0.198    -0.181    -0.164    -0.146    -0.128    -0.110    -0.092    -0.074    -0.056    -0.037    -0.019     0.000     0.019
      1.304     0.000    -1.304    -2.479    -3.446    -4.172    -4.653    -4.913    -4.989    -4.925    -4.768    -4.557    -4.327    -4.104    -3.907    -3.744    -3.621    -3.536    -3.484    -3.459    -3.454    -3.462    -3.477    -3.493    -3.507    -3.517    -3.520    -3.518    -3.510    -3.497    -3.480    -3.460    -3.439    -3.417    -3.395    -3.373    -3.352    -3.331    -3.312    -3.294    -3.276    -3.258    -3.241    -3.224    -3.207    -3.190    -3.172    -3.154    -3.136    -3.118    -3.099    -3.080    -3.061    -3.042    -3.022    -3.002    -2.982    -2.962    -2.942    -2.922    -2.901    -2.881    -2.860    -2.839    -2.818    -2.797    -2.776    -2.754    -2.733    -2.711    -2.689    -2.667    -2.645    -2.623    -2.601    -2.578    -2.556    -2.533    -2.510    -2.487    -2.464    -2.441    -2.418    -2.395    -2.372    -2.348    -2.325    -2.302    -2.278    -2.255    -2.231    -2.208    -2.184    -2.161    -2.137    -2.113    -2.090    -2.066    -2.043    -2.020    -1.996    -1.973    -1.950    -1.926    -1.903    -1.880    -1.857    -1.834    -1.812    -1.789    -1.766    -1.744    -1.722    -1.700    -1.677    -1.656    -1.634    -1.612    -1.591    -1.569    -1.548    -1.527    -1.506    -1.485    -1.464    -1.444    -1.423    -1.403    -1.383    -1.363    -1.343    -1.323    -1.303    -1.284    -1.264    -1.245    -1.226    -1.207    -1.188    -1.169    -1.150    -1.131    -1.113    -1.094    -1.076    -1.057    -1.039    -1.020    -1.002    -0.984    -0.966    -0.948    -0.930    -0.912    -0.894    -0.876    -0.858    -0.840    -0.822    -0.804    -0.786    -0.768    -0.750    -0.732    -0.714    -0.696    -0.678    -0.659    -0.641    -0.623    -0.604    -0.586    -0.567    -0.549    -0.530    -0.511    -0.492    -0.473    -0.454    -0.435    -0.416    -0.396    -0.377    -0.357    -0.337    -0.317    -0.297    -0.277    -0.256    -0.236    -0.215    -0.194    -0.173    -0.152    -0.131    -0.109    -0.088    -0.066    -0.044    -0.022     0.000     0.022
      1.515     0.000    -1.515    -2.881    -4.007    -4.850    -5.409    -5.711    -5.799    -5.725    -5.541    -5.296    -5.028    -4.769    -4.540    -4.351    -4.207    -4.108    -4.048    -4.019    -4.013    -4.023    -4.040    -4.059    -4.075    -4.086    -4.091    -4.088    -4.079    -4.064    -4.044    -4.021    -3.996    -3.970    -3.944    -3.919    -3.894    -3.871    -3.848    -3.827    -3.806    -3.786    -3.766    -3.746    -3.726    -3.706    -3.686    -3.665    -3.644    -3.622    -3.601    -3.579    -3.556    -3.534    -3.511    -3.488    -3.465    -3.441    -3.418    -3.394    -3.370    -3.347    -3.322    -3.298    -3.274    -3.249    -3.224    -3.199    -3.174    -3.149    -3.124    -3.098    -3.072    -3.046    -3.020    -2.994    -2.968    -2.942    -2.915    -2.889    -2.862    -2.835    -2.808    -2.781    -2.754    -2.727    -2.700    -2.673    -2.645    -2.618    -2.591    -2.563    -2.536    -2.509    -2.481    -2.454    -2.426    -2.399    -2.372    -2.345    -2.317    -2.290    -2.263    -2.236    -2.209    -2.183    -2.156    -2.129    -2.103    -2.077    -2.050    -2.024    -1.998    -1.973    -1.947    -1.921    -1.896    -1.871    -1.846    -1.821    -1.796    -1.772    -1.747    -1.723    -1.699    -1.675    -1.651    -1.628    -1.604    -1.581    -1.558    -1.535    -1.512    -1.489    -1.467    -1.444    -1.422    -1.399    -1.377    -1.355    -1.334    -1.312    -1.290    -1.269    -1.247    -1.226    -1.204    -1.183    -1.162    -1.141    -1.120    -1.099    -1.078    -1.057    -1.036    -1.015    -0.994    -0.973    -0.952    -0.931    -0.911    -0.890    -0.869    -0.848    -0.827    -0.806    -0.785    -0.764    -0.742    -0.721    -0.700    -0.678    -0.657    -0.635    -0.613    -0.592    -0.570    -0.548    -0.525    -0.503    -0.481    -0.458    -0.435    -0.413    -0.390    -0.366    -0.343    -0.320    -0.296    -0.272    -0.248    -0.224    -0.200    -0.176    -0.151    -0.126    -0.101    -0.076    -0.051    -0.025     0.000     0.025
      1.725     0.000    -1.725    -3.280    -4.561    -5.520    -6.157    -6.500    -6.600    -6.515    -6.306    -6.026    -5.722    -5.427    -5.165    -4.950    -4.787    -4.674    -4.605    -4.572    -4.566    -4.576    -4.596    -4.617    -4.636    -4.649    -4.654    -4.651    -4.640    -4.623    -4.601    -4.575    -4.546    -4.517    -4.487    -4.458    -4.430    -4.404    -4.378    -4.353    -4.330    -4.307    -4.284    -4.261    -4.239    -4.216    -4.192    -4.169    -4.145    -4.121    -4.096    -4.071    -4.045    -4.019    -3.994    -3.967    -3.941    -3.914    -3.888    -3.861    -3.834    -3.806    -3.779    -3.751    -3.723    -3.695    -3.667    -3.639    -3.610    -3.581    -3.552    -3.523    -3.494    -3.464    -3.435    -3.405    -3.375    -3.345    -3.315    -3.285    -3.254    -3.224    -3.193    -3.162    -3.132    -3.101    -3.070    -3.039    -3.008    -2.977    -2.945    -2.914    -2.883    -2.852    -2.821    -2.789    -2.758    -2.727    -2.696    -2.665    -2.634    -2.603    -2.572    -2.542    -2.511    -2.481    -2.450    -2.420    -2.390    -2.360    -2.330    -2.300    -2.271    -2.241    -2.212    -2.183    -2.154    -2.126    -2.097    -2.069    -2.041    -2.013    -1.985    -1.957    -1.930    -1.903    -1.876    -1.849    -1.822    -1.796    -1.769    -1.743    -1.717    -1.691    -1.665    -1.640    -1.614    -1.589    -1.564    -1.539    -1.514    -1.489    -1.465    -1.440    -1.416    -1.391    -1.367    -1.343    -1.319    -1.295    -1.271    -1.247    -1.223    -1.199    -1.175    -1.152    -1.128    -1.104    -1.080    -1.057    -1.033    -1.009    -0.985    -0.962    -0.938    -0.914    -0.890    -0.866    -0.842    -0.818    -0.793    -0.769    -0.744    -0.720    -0.695    -0.670    -0.645    -0.620    -0.595    -0.570    -0.544    -0.519    -0.493    -0.467    -0.441    -0.415    -0.388    -0.362    -0.335    -0.308    -0.281    -0.253    -0.226    -0.198    -0.170    -0.142    -0.114    -0.086    -0.057    -0.029     0.000     0.029
